	university	career	inscription_date	first_name	last_name	gender	age	postal_code	location	email
39	universidad tecnológica nacional	licenciatura en producción de bioimagenes	2020-10-06	julian	green	male	6	5503	paso de los andes	sgentry@gmail.com
40	universidad tecnológica nacional	contador público 	2020-09-24	dennis	hurst	male	70	2309	colonia reina margarita	rebecca05@hotmail.com
41	universidad tecnológica nacional	licenciatura en ciencias de la educación 	2020-09-16	chelsea	white	female	84	6338	leubuco	tina40@gmail.com
42	universidad tecnológica nacional	arquitectura	2020-12-29	antonio	patel	male	92	1889	bosques	irodriguez@gmail.com
43	universidad tecnológica nacional	licenciatura en producción de bioimagenes	2020-11-17	tyler	reed	male	104	6231	cuenca	xhernandez@hotmail.com
44	universidad tecnológica nacional	diseño de imagen y sonido	2020-10-21	emily	hall	female	81	8402	dina huapi	vicki56@yahoo.com
45	universidad tecnológica nacional	licenciatura en planificación y diseño del paisaje	2021-01-08	javier	cobb	male	110	1808	alejandro petion	loriford@yahoo.com
46	universidad tecnológica nacional	licenciatura en kinesiología y fisiatría	2020-11-08	christina	porter	female	38	3621	pozo navagan	meltonstephen@hotmail.com
47	universidad tecnológica nacional	licenciatura en ciencias ambientales	2021-01-01	jessica	mccall	female	8	4707	chañarcito	brianrobinson@hotmail.com
48	universidad tecnológica nacional	licenciatura en relaciones del trabajo 	2020-09-24	jared	larson	male	28	5505	carbometal	taylor96@gmail.com
49	universidad tecnológica nacional	licenciatura en ciencias ambientales	2021-01-01	darren	lee	male	54	3218	arroyo palmar	evanskatherine@yahoo.com
50	universidad tecnológica nacional	bioquímica	2020-10-28	jay	conway	male	24	6307	colonia la oracion	karenmendoza@yahoo.com
51	universidad tecnológica nacional	contador público 	2020-12-13	jon	gordon	male	62	4164	bajastine	agonzalez@yahoo.com
52	universidad tecnológica nacional	técnico para bioterios 	2020-10-03	anthony	johnson	male	107	6077	encina	eryan@hotmail.com
53	universidad tecnológica nacional	licenciatura en psicología	2020-09-11	greg	wells	male	84	7515	claudio c molina	trodriguez@hotmail.com
54	universidad tecnológica nacional	diseño de imagen y sonido	2020-09-29	aaron	vance	male	95	2142	campo medina	dnavarro@hotmail.com
55	universidad tecnológica nacional	ingeniería en informática	2021-01-16	dale	martinez	male	17	5741	13 de enero	pstanton@hotmail.com
56	universidad tecnológica nacional	licenciatura en ciencias de la computación	2021-01-29	dale	huynh	male	31	3013	colonia matilde	wsingh@hotmail.com
57	universidad tecnológica nacional	licenciatura en relaciones del trabajo 	2020-09-25	timothy	norman	male	93	5365	el jumeal	tnichols@yahoo.com
58	universidad tecnológica nacional	licenciatura en relaciones del trabajo 	2020-10-31	paul	evans	male	72	5461	aguada de la peña	zking@hotmail.com
59	universidad tecnológica nacional	licenciatura en ciencia política 	2020-09-05	christian	sanders	male	38	6223	coronel charlone	fwiggins@yahoo.com
60	universidad tecnológica nacional	licenciatura en relaciones del trabajo 	2020-10-09	nicole	wells	female	104	2175	barlett	gailunderwood@yahoo.com
61	universidad tecnológica nacional	licenciatura en sociología 	2020-09-12	george	thompson	male	83	7300	azul	andrewsnyder@hotmail.com
62	universidad tecnológica nacional	diseño de imagen y sonido	2020-11-26	joseph	wall	male	74	2181	los molinos	gtucker@yahoo.com
63	universidad tecnológica nacional	contador público 	2020-11-12	tiffany	molina	female	74	5541	algarrobal abajo	brianduncan@hotmail.com
64	universidad tecnológica nacional	farmacia	2020-11-26	julia	lopez	female	20	6561	blanca grande	kray@gmail.com
65	universidad tecnológica nacional	agronomía	2020-10-10	benjamin	moore	male	94	6339	cailomuta	richardsonashley@gmail.com
66	universidad tecnológica nacional	diseño de imagen y sonido	2021-01-25	steven	sexton	male	67	2823	aero club canal	hendersonlinda@hotmail.com
67	universidad tecnológica nacional	farmacia	2020-10-22	margaret	johnson	female	3	6459	colonia sere	rioskevin@yahoo.com
68	universidad tecnológica nacional	licenciatura en ciencias ambientales	2020-10-27	john	smith	male	53	6365	azteazu	vegajuan@yahoo.com
69	universidad tecnológica nacional	licenciatura en ciencia política 	2020-11-11	paul	johnson	male	39	5505	carbometal	emilydonaldson@hotmail.com
70	universidad tecnológica nacional	actuario 	2021-01-02	leah	williams	female	22	2322	cabaña el cisne	trevinokenneth@gmail.com
71	universidad tecnológica nacional	ingeniería mecánica	2020-10-25	zachary	hurley	male	15	8508	ambrosio p lezica	john64@gmail.com
72	universidad tecnológica nacional	licenciatura en administración 	2020-11-22	isabella	gibson	female	23	7265	cazon	luis27@gmail.com
73	universidad tecnológica nacional	bioquímica	2020-09-06	mark	estrada	male	43	1871	dock sud	collin60@yahoo.com
74	universidad tecnológica nacional	actuario 	2020-10-01	hunter	buck	male	50	1854	longchamps	wdudley@gmail.com
75	universidad tecnológica nacional	medicina	2021-01-12	christine	huerta	female	77	5321	el potrero	justin29@gmail.com
76	universidad tecnológica nacional	diseño industrial	2020-12-18	felicia	bautista	female	76	2317	casablanca	robert75@hotmail.com
77	universidad tecnológica nacional	diseño de imagen y sonido	2020-12-30	david	yu	male	14	5547	villa hipodromo	jwillis@yahoo.com
78	universidad tecnológica nacional	licenciatura en musicoterapia	2020-11-20	maria	hale	female	48	2533	los cardos	friedmankristen@hotmail.com
79	universidad tecnológica nacional	licenciatura en ciencias biológicas	2020-11-11	katelyn	white	female	41	2218	carrizales	jaimerivers@gmail.com
80	universidad tecnológica nacional	agronomía	2020-09-15	mark	cook	male	106	6651	ingeniero de madrid	kellymartinez@yahoo.com
81	universidad tecnológica nacional	ingeniería electrónica	2021-01-16	margaret	chavez	female	77	4608	alto verde	iyoung@gmail.com
82	universidad tecnológica nacional	licenciatura en producción de bioimagenes	2020-11-12	malik	ball	male	111	1607	villa adelina	zaguilar@gmail.com
83	universidad tecnológica nacional	licenciatura en ciencias geológicas	2020-12-30	mike	kim	male	102	9221	valle hondo	brownzachary@gmail.com
84	universidad tecnológica nacional	licenciatura en musicoterapia	2020-09-04	emma	jackson	female	39	6720	kilometro 125	mackamanda@yahoo.com
85	universidad tecnológica nacional	ingeniería mecánica	2020-09-04	jeffrey	sandoval	male	60	2121	perez	tammy71@hotmail.com
86	universidad tecnológica nacional	licenciatura en kinesiología y fisiatría	2020-10-30	betty	bishop	female	40	5509	agrelo	kristen05@yahoo.com
87	universidad tecnológica nacional	licenciatura en ciencias geológicas	2020-12-26	tammy	petersen	female	19	7130	caminera samborombon	acarter@gmail.com
88	universidad tecnológica nacional	arquitectura	2020-09-30	justin	lopez	male	22	2535	el trebol	lauragriffith@yahoo.com
89	universidad tecnológica nacional	licenciatura en planificación y diseño del paisaje	2020-09-02	megan	booker	female	68	3513	arbol solo	kingchase@gmail.com
90	universidad tecnológica nacional	licenciatura en administración 	2020-11-01	jose	ewing	male	36	4122	alizal	zblankenship@gmail.com
91	universidad tecnológica nacional	licenciatura en terapia ocupacional	2020-11-26	tiffany	bates	female	15	7547	cascada	grichards@gmail.com
92	universidad tecnológica nacional	licenciatura en ciencias geológicas	2020-12-06	russell	gomez	male	60	3449	boliche lata	rogersdouglas@hotmail.com
93	universidad tecnológica nacional	licenciatura en ciencia política 	2020-12-21	desiree	edwards	female	114	4701	acostilla	tdodson@hotmail.com
94	universidad tecnológica nacional	técnico para bioterios 	2021-01-15	thomas	thompson	male	71	6516	amalia	amy82@hotmail.com
95	universidad tecnológica nacional	licenciatura en administración 	2020-12-11	samantha	briggs	female	115	3587	san antonio de obligado	mia12@hotmail.com
96	universidad tecnológica nacional	licenciatura en ciencias de la computación	2020-11-19	stacey	lee	female	20	6632	benitez	chavezmichael@hotmail.com
97	universidad tecnológica nacional	contador público 	2020-10-08	katie	cain	female	91	2500	cañada de gomez	brian98@gmail.com
98	universidad tecnológica nacional	diseño industrial	2021-01-27	tony	hall	male	19	2707	4 de noviembre	ksmith@hotmail.com
99	universidad tecnológica nacional	ingeniería en informática	2020-09-14	troy	martin	male	107	3197	abra guazu	kurtroberson@gmail.com
100	universidad tecnológica nacional	licenciatura en ciencias biológicas	2020-11-09	christopher	everett	male	88	7265	cazon	qlucas@hotmail.com
101	universidad tecnológica nacional	licenciatura en ciencias de la educación 	2020-11-10	jason	rice	male	37	5317	apoyaco	stevenjames@yahoo.com
102	universidad tecnológica nacional	farmacia	2021-01-29	john	williams	male	51	9105	angostura	cynthiacarlson@hotmail.com
103	universidad tecnológica nacional	licenciatura en ciencias geológicas	2020-12-24	kristen	brown	female	64	2107	alvarez	ygomez@hotmail.com
104	universidad tecnológica nacional	licenciatura en terapia ocupacional	2020-09-26	mrs.	crystal	female	116	3122	arroyo corralito	andrewthompson@hotmail.com
105	universidad tecnológica nacional	ingeniería electrónica	2020-12-16	leslie	harris	female	9	7313	16 de julio	ericalewis@gmail.com
106	universidad tecnológica nacional	medicina	2020-11-02	amy	warner	female	56	1909	arana	robertphelps@hotmail.com
107	universidad tecnológica nacional	licenciatura en psicología	2020-12-09	jennifer	schroeder	female	30	5753	agua linda	ebraun@hotmail.com
108	universidad tecnológica nacional	actuario 	2020-12-25	sydney	jackson	female	79	5624	kilometro 47	austinhannah@gmail.com
109	universidad tecnológica nacional	licenciatura en administración 	2021-01-29	jason	austin	male	74	2943	ireneo portela	cooperchelsea@gmail.com
110	universidad tecnológica nacional	licenciatura en administración 	2020-09-14	jacob	white	male	104	9313	cara mala	david71@yahoo.com
111	universidad tecnológica nacional	ciencias veterinarias	2020-12-07	dylan	brown	male	67	5424	villa lerga	heidihuang@gmail.com
112	universidad tecnológica nacional	licenciatura en ciencia y tecnología de alimentos	2020-09-13	andrew	mcdonald	male	89	6009	san marcelo	megangray@yahoo.com
113	universidad tecnológica nacional	licenciatura en psicología	2020-10-12	karen	wagner	female	92	7412	las hermanas	hayesmary@gmail.com
114	universidad tecnológica nacional	ingeniería mecánica	2021-01-11	christopher	rivera	male	108	6042	dos hermanos	dawn99@hotmail.com
115	universidad tecnológica nacional	licenciatura en producción de bioimagenes	2021-01-20	holly	obrien	female	79	3083	grutly	joanfrost@gmail.com
116	universidad tecnológica nacional	licenciatura en psicología	2020-09-28	amy	hanson	female	4	6501	12 de octubre	chelseachavez@gmail.com
117	universidad tecnológica nacional	ingeniería mecánica	2020-09-06	heather	pearson	female	22	4105	abra del tafi	regina45@yahoo.com
118	universidad tecnológica nacional	licenciatura en ciencias antropológicas	2020-09-26	chase	rodriguez	male	51	5592	el carbalino	daniel30@yahoo.com
119	universidad tecnológica nacional	licenciatura en ciencia y tecnología de alimentos	2020-11-22	debra	taylor	female	83	2170	candelaria sud	donnawalker@gmail.com
120	universidad tecnológica nacional	ciencias veterinarias	2020-11-25	tina	garcia	female	14	5444	ampacama	zking@yahoo.com
121	universidad tecnológica nacional	licenciatura en ciencias antropológicas	2020-09-17	lisa	nolan	female	98	3070	dho	christine59@gmail.com
122	universidad tecnológica nacional	licenciatura en artes	2021-01-13	jack	roberts	male	75	2305	lehmann	krystal98@gmail.com
123	universidad tecnológica nacional	ingeniería mecánica	2020-10-09	brandon	rhodes	male	81	3376	gobernador lanusse	amandascott@yahoo.com
124	universidad tecnológica nacional	licenciatura en artes	2020-09-21	april	swanson	female	75	3509	campo el bermejo	lopeznicole@yahoo.com
125	universidad tecnológica nacional	agronomía	2020-10-19	edward	randolph	male	33	2315	estacion saguier	jleon@gmail.com
126	universidad tecnológica nacional	licenciatura en ciencias geológicas	2020-10-28	jacob	cruz	male	78	6242	drabble	stonemelissa@yahoo.com
127	universidad tecnológica nacional	licenciatura en ciencias antropológicas	2020-10-04	pamela	cherry	female	63	6625	cañada la rica	thomashill@hotmail.com
128	universidad tecnológica nacional	licenciatura en ciencias de la educación 	2020-09-19	mark	smith	male	58	3044	gobernador crespo	bgrimes@hotmail.com
129	universidad tecnológica nacional	arquitectura	2020-12-02	denise	stephens	female	81	4616	barcena	naustin@yahoo.com
130	universidad tecnológica nacional	licenciatura en ciencias antropológicas	2020-09-04	brittany	boyd	female	35	1708	moron	gcunningham@hotmail.com
131	universidad tecnológica nacional	ingeniería mecánica	2021-01-28	christina	moses	female	62	8160	fortin chaco	amymiller@hotmail.com
132	universidad tecnológica nacional	arquitectura	2020-12-10	thomas	cook	male	105	2804	campana	david32@yahoo.com
133	universidad tecnológica nacional	licenciatura en ciencias biológicas	2020-10-21	debra	perez	female	79	8364	chimpay	dawsonleroy@gmail.com
134	universidad tecnológica nacional	licenciatura en psicología	2020-09-29	amy	houston	female	15	4522	alto del saladillo	cathy97@hotmail.com
135	universidad tecnológica nacional	licenciatura en ciencia política 	2021-01-23	john	reeves	male	39	1828	banfield	melissaodonnell@yahoo.com
136	universidad tecnológica nacional	bioquímica	2020-11-04	stacy	smith	female	27	6411	bravo del dos	jodihill@hotmail.com
137	universidad tecnológica nacional	arquitectura	2020-11-12	william	jacobson	male	7	2313	colonia berlin	robert57@gmail.com
138	universidad tecnológica nacional	licenciatura en gestión de agroalimentos	2020-09-16	julie	christensen	female	76	3405	algarrobal puisoye	billy46@yahoo.com
139	universidad tecnológica nacional	licenciatura en sociología 	2020-09-08	amy	shah	female	85	3448	alamo	michael95@yahoo.com
140	universidad tecnológica nacional	ingeniería mecánica	2020-09-13	thomas	sheppard	male	84	8156	el perdido est jose guisasola	fwilson@yahoo.com
141	universidad tecnológica nacional	bioquímica	2020-12-05	lisa	hartman	female	25	3158	20 de septiembre	joshua37@gmail.com
142	universidad tecnológica nacional	licenciatura en relaciones del trabajo 	2020-10-05	terry	zimmerman	female	54	6100	la ines	samuel35@yahoo.com
143	universidad tecnológica nacional	bioquímica	2020-10-10	julie	kim	female	35	8134	argerich	cunninghammelissa@hotmail.com
144	universidad tecnológica nacional	diseño de imagen y sonido	2020-11-19	mark	cervantes	male	56	8132	balneario chapalco	josephthompson@gmail.com
145	universidad tecnológica nacional	actuario 	2020-11-10	mckenzie	lynch	female	20	3025	colonia clara	randy39@hotmail.com
146	universidad tecnológica nacional	licenciatura en relaciones del trabajo 	2020-09-02	christina	green	female	18	9409	isla gran malvina	christopherscott@yahoo.com
147	universidad tecnológica nacional	contador público 	2020-09-21	daniel	hubbard	male	54	7620	balcarce	dukedominic@gmail.com
148	universidad tecnológica nacional	licenciatura en kinesiología y fisiatría	2021-01-09	samantha	maxwell	female	97	3372	cataratas del iguazu	greenmark@gmail.com
149	universidad tecnológica nacional	licenciatura en planificación y diseño del paisaje	2020-11-12	steven	charles	male	114	3023	cululu	kbeasley@gmail.com
150	universidad tecnológica nacional	farmacia	2020-10-04	lisa	dyer	female	92	5587	barcala	yrosales@yahoo.com
151	universidad tecnológica nacional	licenciatura en ciencias de la computación	2021-01-02	jessica	hampton	female	83	6239	gonzalez moreno	goodmanangela@gmail.com
152	universidad tecnológica nacional	diseño industrial	2020-09-25	katie	weber	female	99	1814	barrio 1 de mayo	davidmckinney@yahoo.com
153	universidad tecnológica nacional	licenciatura en kinesiología y fisiatría	2020-09-18	kathy	wright	female	1	2523	bouquet	carpenteralex@gmail.com
154	universidad tecnológica nacional	licenciatura en ciencias ambientales	2020-11-21	scott	wells	male	75	8133	la rosa	perryteresa@yahoo.com
155	universidad tecnológica nacional	licenciatura en ciencias antropológicas	2020-09-26	katie	scott	female	106	8124	berraondo	heather91@gmail.com
156	universidad tecnológica nacional	medicina	2020-11-27	olivia	hodges	female	47	4644	cangrejillos	bmiller@gmail.com
157	universidad tecnológica nacional	licenciatura en ciencia política 	2020-12-11	glenda	barnes	female	57	8379	gente grande	bwilkins@gmail.com
158	universidad tecnológica nacional	licenciatura en administración 	2020-10-11	michael	wallace	male	41	6228	aguas buenas	pinedaamanda@gmail.com
159	universidad tecnológica nacional	licenciatura en ciencias antropológicas	2020-12-14	lance	williams	male	4	4722	el duraznillo	katelynmartin@hotmail.com
160	universidad tecnológica nacional	actuario 	2020-11-01	kimberly	stewart	female	85	2718	lierra adjemiro	stonemichael@gmail.com
161	universidad tecnológica nacional	licenciatura en psicología	2021-01-21	michelle	lewis	female	38	9227	el porvenir	dwalker@hotmail.com
162	universidad tecnológica nacional	actuario 	2020-10-02	michael	frye	male	26	1642	san isidro	edward10@gmail.com
163	universidad tecnológica nacional	licenciatura en ciencias geológicas	2020-11-12	david	pollard	male	103	6203	el olivo	jjackson@hotmail.com
164	universidad tecnológica nacional	técnico para bioterios 	2021-01-27	monica	jennings	female	111	2633	chovet	jonesandrea@yahoo.com
165	universidad tecnológica nacional	licenciatura en psicología	2021-01-02	jennifer	barton	female	93	3220	arroyo manganga	frank11@yahoo.com
166	universidad tecnológica nacional	diseño industrial	2020-09-14	theresa	stuart	female	34	3421	bajo guazu	carlsonbrett@gmail.com
167	universidad tecnológica nacional	licenciatura en relaciones del trabajo 	2020-11-04	phillip	woods	male	89	3587	san antonio de obligado	sarah31@gmail.com
168	universidad tecnológica nacional	bioquímica	2021-01-23	kaylee	gonzalez	female	97	9030	rio mayo	tami35@gmail.com
169	universidad tecnológica nacional	arquitectura	2021-01-23	lacey	johnson	female	74	3543	colonia lote 12	sabrinahenry@yahoo.com
170	universidad tecnológica nacional	licenciatura en ciencias antropológicas	2020-10-15	angela	russell	female	111	6533	alfredo demarchi	pennyramirez@yahoo.com
171	universidad tecnológica nacional	licenciatura en ciencias geológicas	2021-01-16	matthew	sullivan	male	65	7600	barrio emir ramon juarez	kristenpatterson@gmail.com
172	universidad tecnológica nacional	licenciatura en ciencias antropológicas	2021-01-21	samantha	jimenez	female	104	1648	rincon de milberg	loweolivia@gmail.com
173	universidad tecnológica nacional	bioquímica	2020-11-27	jorge	jackson	male	110	3070	dho	maryalexander@gmail.com
174	universidad tecnológica nacional	licenciatura en artes	2020-10-19	dawn	hodge	female	97	6706	est jauregui va flandria	roger32@gmail.com
175	universidad tecnológica nacional	licenciatura en sociología 	2021-01-18	nicholas	carter	male	82	2845	colonia duportal	david12@hotmail.com
176	universidad tecnológica nacional	ingeniería en informática	2021-01-31	robert	watson	male	50	5572	alto grande	tammybaker@hotmail.com
177	universidad tecnológica nacional	licenciatura en ciencias geológicas	2020-09-03	diana	hamilton	female	69	3129	colonia hernandarias	donald06@yahoo.com
178	universidad tecnológica nacional	licenciatura en ciencias de la computación	2020-11-13	michael	gay	male	6	3118	centro comunitario cnia nue	peterbutler@yahoo.com
179	universidad tecnológica nacional	ciencias veterinarias	2020-09-17	debra	ford	female	68	7200	el gualicho	pwallace@yahoo.com
180	universidad tecnológica nacional	licenciatura en relaciones del trabajo 	2020-10-05	michael	gomez	male	9	7521	deferrari	jsullivan@hotmail.com
181	universidad tecnológica nacional	licenciatura en ciencias de la educación 	2020-11-10	paul	noble	male	44	5446	balde de leyes	robert62@gmail.com
182	universidad tecnológica nacional	licenciatura en ciencias biológicas	2021-01-26	miss	lauren	female	85	7160	la union	kcastro@yahoo.com
183	universidad tecnológica nacional	licenciatura en ciencia y tecnología de alimentos	2020-09-11	curtis	waters	male	91	2200	las quintas	jamesparker@gmail.com
184	universidad tecnológica nacional	licenciatura en terapia ocupacional	2020-09-25	charles	long	male	74	9039	hito 45	christopher73@hotmail.com
185	universidad tecnológica nacional	licenciatura en producción de bioimagenes	2020-09-10	tammy	ewing	female	33	2600	boca p 25	thomas90@gmail.com
186	universidad tecnológica nacional	agronomía	2020-12-04	rebecca	soto	female	62	2603	chapuy	ethomas@hotmail.com
187	universidad tecnológica nacional	licenciatura en administración 	2021-01-26	amy	ross	female	85	8313	arroyito	anitawilson@gmail.com
188	universidad tecnológica nacional	licenciatura en planificación y diseño del paisaje	2020-09-06	micheal	richardson	male	87	3524	el campamento	sandersdouglas@gmail.com
189	universidad tecnológica nacional	licenciatura en musicoterapia	2020-12-31	richard	johnston	male	44	7500	el carretero	alyssapratt@hotmail.com
190	universidad tecnológica nacional	ingeniería electrónica	2021-01-13	john	moore	male	26	8124	berraondo	andreacrawford@hotmail.com
191	universidad tecnológica nacional	farmacia	2020-10-23	scott	may	male	97	1854	longchamps	roblesvictoria@hotmail.com
192	universidad tecnológica nacional	bioquímica	2020-12-16	jennifer	wilson	female	87	6346	pellegrini	ysmith@hotmail.com
193	universidad tecnológica nacional	ingeniería electrónica	2020-11-27	susan	gentry	female	59	1665	jose clemente paz	parkergabriela@yahoo.com
194	universidad tecnológica nacional	diseño de imagen y sonido	2020-10-18	adam	hughes	male	5	9053	aguada grande	sharon01@hotmail.com
195	universidad tecnológica nacional	licenciatura en musicoterapia	2020-11-04	david	house	male	36	3262	caseros	zandrews@hotmail.com
196	universidad tecnológica nacional	licenciatura en sociología 	2020-09-15	allison	roach	female	59	2179	bombal	ochavez@yahoo.com
197	universidad tecnológica nacional	bioquímica	2020-09-19	jeffrey	phillips	male	19	3589	kilometro 23	robert49@gmail.com
198	universidad tecnológica nacional	contador público 	2020-10-31	kurt	hill	male	109	4630	aparzo	andersonsarah@yahoo.com
199	universidad tecnológica nacional	diseño industrial	2020-09-20	debra	carter	female	108	8101	calderon	stevensrobert@hotmail.com
200	universidad tecnológica nacional	licenciatura en relaciones del trabajo 	2020-11-14	rebecca	compton	female	30	8136	algarrobo	xlopez@yahoo.com
201	universidad tecnológica nacional	arquitectura	2020-12-18	hector	king	male	113	5544	gobernador benegas	fisherdenise@gmail.com
202	universidad tecnológica nacional	diseño de imagen y sonido	2020-10-26	joseph	kaiser	male	33	2119	arminda	ucollier@hotmail.com
203	universidad tecnológica nacional	licenciatura en terapia ocupacional	2020-11-15	garrett	wells	male	28	3170	alberto gerchunoff	brian10@gmail.com
204	universidad tecnológica nacional	licenciatura en kinesiología y fisiatría	2020-11-10	janice	mcneil	female	37	2804	campana	steven10@yahoo.com
205	universidad tecnológica nacional	licenciatura en ciencias geológicas	2020-10-25	jodi	york	female	2	8117	alferez san martin	diazkimberly@hotmail.com
206	universidad tecnológica nacional	contador público 	2021-01-16	jennifer	marquez	female	26	9021	colhue huapi	josechristian@yahoo.com
207	universidad tecnológica nacional	actuario 	2020-10-05	cynthia	fletcher	female	11	5587	barcala	qjones@gmail.com
208	universidad tecnológica nacional	licenciatura en relaciones del trabajo 	2020-09-28	corey	mora	male	103	9407	28 de noviembre	milesmatthew@hotmail.com
209	universidad tecnológica nacional	licenciatura en terapia ocupacional	2021-01-20	edward	west	male	13	3009	el tropezon	melissa90@hotmail.com
210	universidad tecnológica nacional	técnico para bioterios 	2020-12-17	mary	cox	female	26	7535	pontaut	ykerr@gmail.com
211	universidad tecnológica nacional	licenciatura en sociología 	2020-10-27	bill	wolfe	male	16	5465	baños pismanta	rodriguezpatricia@hotmail.com
212	universidad tecnológica nacional	contador público 	2020-11-03	anthony	nolan	male	104	1754	san justo	christinerobbins@yahoo.com
