,university,career,inscription_date,first_name,last_name,gender,age,location,email
59,Universidad-nacional-de-río-cuarto,Ciencias-veterinarias,20/Sep/06,Rebecca,reilly,F,83/Nov/06,Crispi,Zvillegas@gmail.com
60,Universidad-nacional-de-río-cuarto,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Sep/06,Donald,robbins,M,53/Jun/11,Aguada-escondida,Ehiggins@hotmail.com
61,Universidad-nacional-de-río-cuarto,Medicina,20/Sep/06,Tracy,riddle,F,46/Dec/03,Arroyo-las-minas,Floreschloe@yahoo.com
62,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-de-la-computación,20/Sep/06,Logan,goodwin,M,09/Aug/09,Abra-pampa,Boyernicolas@hotmail.com
63,Universidad-nacional-de-río-cuarto,Diseño-industrial,20/Sep/06,Nicholas,kemp,M,27/Apr/20,Betbeder,Istout@hotmail.com
64,Universidad-nacional-de-río-cuarto,Ingeniería-en-informática,20/Sep/06,Sarah,campbell,F,91/Feb/22,Calilegua,Matthewdelgado@hotmail.com
65,Universidad-nacional-de-río-cuarto,Agronomía,20/Sep/06,Diana,carr,F,77/Nov/18,Candelaria,Adrianadiaz@gmail.com
66,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-de-la-educación-,20/Sep/06,Lisa,gonzalez,F,05/Dec/24,La-cañada,Keitholson@yahoo.com
67,Universidad-nacional-de-río-cuarto,Licenciatura-en-relaciones-del-trabajo-,20/Sep/06,Courtney,hurst,F,66/Jun/15,Allen,Flawson@hotmail.com
68,Universidad-nacional-de-río-cuarto,Ingeniería-electrónica,20/Sep/06,Derrick,aguirre,M,58/Dec/05,General-guido,Masseyheidi@hotmail.com
69,Universidad-nacional-de-río-cuarto,Licenciatura-en-gestión-de-agroalimentos,20/Sep/06,Christian,santos,M,17/Oct/13,Ingeniero-thompson,Meghan90@yahoo.com
70,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-de-la-computación,20/Sep/06,Joseph,phillips,M,03/Oct/04,Ocho-vados,Josephbanks@gmail.com
71,Universidad-nacional-de-río-cuarto,Licenciatura-en-administración-,20/Sep/06,Zachary,perry,M,95/Nov/06,Aguas-buenas,Hthomas@yahoo.com
72,Universidad-nacional-de-río-cuarto,Técnico-para-bioterios-,20/Sep/06,Andrew,martinez,M,95/Jan/03,Alto-del-saladillo,Daltonsavage@hotmail.com
73,Universidad-nacional-de-río-cuarto,Licenciatura-en-musicoterapia,20/Sep/06,Christopher,williams,M,44/Mar/23,Sancti-spiritu,Khorton@hotmail.com
74,Universidad-nacional-de-río-cuarto,Licenciatura-en-administración-,20/Sep/06,Sean,smith,M,12/May/17,La-pastora,Pricejohnathan@gmail.com
75,Universidad-nacional-de-río-cuarto,Farmacia,20/Sep/07,Alicia,davenport,F,91/Jan/05,San-isidro,Heathermartin@yahoo.com
76,Universidad-nacional-de-río-cuarto,Licenciatura-en-musicoterapia,20/Sep/07,Brandon,jimenez,M,69/May/14,Arquedas,Garrettmccoy@hotmail.com
77,Universidad-nacional-de-río-cuarto,Licenciatura-en-administración-,20/Sep/07,Brianna,mcgee,F,52/May/21,Dolores,Duffyjennifer@gmail.com
78,Universidad-nacional-de-río-cuarto,Agronomía,20/Sep/07,Holly,contreras,F,21/Mar/27,Balneario-la-caleta,Osbornjacqueline@gmail.com
79,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-de-la-computación,20/Sep/07,Nathaniel,garcia,M,32/Jun/14,Colonia-lia-y-allende,Cynthiapadilla@yahoo.com
80,Universidad-nacional-de-río-cuarto,Licenciatura-en-artes,20/Sep/07,Brandon,smith,M,17/May/04,2-de-mayo,Tammy56@hotmail.com
81,Universidad-nacional-de-río-cuarto,Ciencias-veterinarias,20/Sep/07,Joe,simon,M,66/Apr/09,Del-viso,Leesandra@gmail.com
82,Universidad-nacional-de-río-cuarto,Licenciatura-en-psicología,20/Sep/07,Lisa,hutchinson,F,57/Jul/24,Estancia-las-gamas,Taylor63@gmail.com
83,Universidad-nacional-de-río-cuarto,Ingeniería-electrónica,20/Sep/07,Kim,hurst,F,48/Nov/26,Los-antiguos,Tyler23@hotmail.com
84,Universidad-nacional-de-río-cuarto,Ciencias-veterinarias,20/Sep/07,Leslie,walsh,F,96/Apr/23,9-de-julio,Turnercory@yahoo.com
85,Universidad-nacional-de-río-cuarto,Arquitectura,20/Sep/07,Sara,white,F,74/Feb/04,Aguara-grande,Khall@yahoo.com
86,Universidad-nacional-de-río-cuarto,Licenciatura-en-psicología,20/Sep/07,Barbara,mckenzie,F,37/Dec/15,Haedo,Ariascarrie@yahoo.com
87,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-ambientales,20/Sep/07,Daniel,gonzalez,M,15/May/11,Colonia-cello,Obenjamin@hotmail.com
88,Universidad-nacional-de-río-cuarto,Ciencias-veterinarias,20/Sep/07,Elizabeth,ingram,F,06/Mar/09,Barrio-la-luisa,Tara01@gmail.com
89,Universidad-nacional-de-río-cuarto,Agronomía,20/Sep/07,Valerie,beltran,F,15/Jun/05,Alabama,Ugraham@hotmail.com
90,Universidad-nacional-de-río-cuarto,Arquitectura,20/Sep/07,Kyle,rose,M,02/Apr/30,Estacion-mazan,Nwalters@gmail.com
91,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-geológicas,20/Sep/07,Jeffrey,jones,M,89/Mar/27,Arroyo-del-rey,Preyes@yahoo.com
92,Universidad-nacional-de-río-cuarto,Ingeniería-electrónica,20/Sep/07,Sandra,dixon,F,05/Apr/06,Coronel-charlone,Kennethcalderon@gmail.com
93,Universidad-nacional-de-río-cuarto,Farmacia,20/Sep/07,Tracy,lin,F,24/Jun/18,Cupiles,Melissalee@yahoo.com
94,Universidad-nacional-de-río-cuarto,Contador-público-,20/Sep/07,Cody,james,M,48/Mar/18,El-rincon,Njimenez@hotmail.com
95,Universidad-nacional-de-río-cuarto,Licenciatura-en-musicoterapia,20/Sep/08,Kelly,cortez,F,20/Aug/23,Almacen-el-descanso,Jonesmark@yahoo.com
96,Universidad-nacional-de-río-cuarto,Ingeniería-electrónica,20/Sep/08,Brian,lee,M,60/Jul/31,Acostilla,Dbrewer@yahoo.com
97,Universidad-nacional-de-río-cuarto,Ingeniería-en-informática,20/Sep/08,Samantha,hughes,F,06/May/28,San-bernardo-del-tuyu,Stephen10@hotmail.com
98,Universidad-nacional-de-río-cuarto,Ciencias-veterinarias,20/Sep/08,Jessica,bernard,F,31/Sep/24,Colonia-españa,Brian42@gmail.com
99,Universidad-nacional-de-río-cuarto,Farmacia,20/Sep/08,Alexander,harmon,M,74/Jun/30,Aldea-asuncion,Zroach@hotmail.com
100,Universidad-nacional-de-río-cuarto,Diseño-de-imagen-y-sonido,20/Sep/08,William,smith,M,36/Aug/06,Claudio-c-molina,Estevenson@gmail.com
101,Universidad-nacional-de-río-cuarto,Ingeniería-electrónica,20/Sep/08,Jerry,smith,M,04/Jun/19,Campo-garabato,Gsullivan@hotmail.com
102,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-de-la-educación-,20/Sep/08,Rebecca,frederick,F,91/Apr/09,Baños-pismanta,Ritaanderson@yahoo.com
103,Universidad-nacional-de-río-cuarto,Agronomía,20/Sep/08,Jennifer,williams,F,20/Jul/22,Arijon,Thomasrachel@hotmail.com
104,Universidad-nacional-de-río-cuarto,Arquitectura,20/Sep/08,Jamie,graves,M,88/Sep/15,Guamini,Dayjoseph@gmail.com
105,Universidad-nacional-de-río-cuarto,Licenciatura-en-musicoterapia,20/Sep/08,Jason,rosario,M,81/Nov/24,Igarzabal,Chungkenneth@gmail.com
106,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencia-política-,20/Sep/08,Margaret,anderson,F,60/Jul/12,Campo-la-nena,Pking@hotmail.com
107,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-geológicas,20/Sep/08,Wayne,hernandez,M,21/May/07,Barrio-pedro-rocco,Jason94@gmail.com
108,Universidad-nacional-de-río-cuarto,Farmacia,20/Sep/09,Pamela,johnson,F,32/Oct/23,Las-perlas,Jill67@yahoo.com
109,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Sep/09,Denise,turner,F,48/Apr/13,Bonifacio,Scott01@hotmail.com
110,Universidad-nacional-de-río-cuarto,Licenciatura-en-artes,20/Sep/09,April,carpenter,F,49/Dec/08,Cañadon-leon,Youngsheri@yahoo.com
111,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-geológicas,20/Sep/09,Pamela,ware,F,87/Jun/16,San-antonio-de-obligado,Andersonrobert@yahoo.com
112,Universidad-nacional-de-río-cuarto,Licenciatura-en-artes,20/Sep/09,Morgan,hale,F,04/Oct/11,Campo-medina,Jacobdunn@hotmail.com
113,Universidad-nacional-de-río-cuarto,Licenciatura-en-producción-de-bioimagenes,20/Sep/09,Zachary,petty,M,74/May/17,Arroyo-cahunco,Brooke68@hotmail.com
114,Universidad-nacional-de-río-cuarto,Contador-público-,20/Sep/09,Chad,freeman,M,29/Sep/02,Aparicio-cue,Hlee@yahoo.com
115,Universidad-nacional-de-río-cuarto,Arquitectura,20/Sep/09,Anthony,collier,M,14/Jul/27,Angeloni,Csuarez@hotmail.com
116,Universidad-nacional-de-río-cuarto,Actuario-,20/Sep/09,David,miller,M,97/Feb/13,Coronel-granada,Qwolfe@gmail.com
117,Universidad-nacional-de-río-cuarto,Técnico-para-bioterios-,20/Sep/09,Alexander,martinez,M,93/Apr/05,Arroyo-del-rey,Mayers@yahoo.com
118,Universidad-nacional-de-río-cuarto,Licenciatura-en-psicología,20/Sep/09,Kelsey,hendrix,F,31/Oct/11,El-chalten,Uwalters@yahoo.com
119,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-ambientales,20/Sep/10,Jennifer,haynes,F,11/Jun/02,Arroyo-del-pescado,Andersonmatthew@gmail.com
120,Universidad-nacional-de-río-cuarto,Farmacia,20/Sep/10,Melissa,watkins,F,59/Feb/10,20-de-febrero,Ashley36@gmail.com
121,Universidad-nacional-de-río-cuarto,Licenciatura-en-sociología-,20/Sep/10,Kelly,patel,F,15/Feb/07,Coronel-boerr,Victoria48@gmail.com
122,Universidad-nacional-de-río-cuarto,Farmacia,20/Sep/10,John,lee,M,83/Jun/01,Boulogne,Hduncan@yahoo.com
123,Universidad-nacional-de-río-cuarto,Diseño-de-imagen-y-sonido,20/Sep/10,Wesley,taylor,M,95/Feb/23,Benito-juarez,Johnhughes@gmail.com
124,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-ambientales,20/Sep/10,Sandra,smith,F,19/Dec/17,Barrio-carosio,Kimberlyenglish@hotmail.com
125,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-de-la-computación,20/Sep/10,Yvonne,nelson,F,39/Aug/04,Alvear,Nortonjoseph@gmail.com
126,Universidad-nacional-de-río-cuarto,Actuario-,20/Sep/10,Meredith,davis,F,20/Oct/19,Arroyo-molino,Hansonmisty@yahoo.com
127,Universidad-nacional-de-río-cuarto,Licenciatura-en-sociología-,20/Sep/10,Elizabeth,barr,F,74/Apr/19,Colonia-alberdi,Harrisjessica@hotmail.com
128,Universidad-nacional-de-río-cuarto,Contador-público-,20/Sep/10,Brian,wilson,M,81/Jan/24,El-molle,Jerryyang@yahoo.com
129,Universidad-nacional-de-río-cuarto,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Sep/11,Michael,burns,M,50/Oct/27,Gandolfi,Iburns@gmail.com
130,Universidad-nacional-de-río-cuarto,Contador-público-,20/Sep/11,Nicole,meyer,F,15/Aug/30,Adolfo-alsina,Jkhan@hotmail.com
131,Universidad-nacional-de-río-cuarto,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Sep/11,Yolanda,jones,F,97/Oct/24,Nelson,Matakathleen@yahoo.com
132,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-ambientales,20/Sep/11,Steve,md,M,39/Jun/19,Matheu,Julia47@yahoo.com
133,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-antropológicas,20/Sep/11,Tammy,cruz,F,91/Aug/11,Arroyo-salado,Sbarrett@gmail.com
134,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-biológicas,20/Sep/11,Marie,pierce,F,52/Jul/30,El-alto,Deborahgaines@yahoo.com
135,Universidad-nacional-de-río-cuarto,Licenciatura-en-sociología-,20/Sep/11,Joseph,wells,M,35/Jun/06,Bella-vista,Qgonzales@yahoo.com
136,Universidad-nacional-de-río-cuarto,Farmacia,20/Sep/11,Christopher,nelson,M,06/May/06,Villa-rosa,Cking@gmail.com
137,Universidad-nacional-de-río-cuarto,Diseño-de-imagen-y-sonido,20/Sep/11,Thomas,elliott,M,34/Aug/30,La-colina,Jonesjulian@yahoo.com
138,Universidad-nacional-de-río-cuarto,Agronomía,20/Sep/11,Lisa,ruiz,F,36/Dec/04,Bolivar,Mooredonna@yahoo.com
139,Universidad-nacional-de-río-cuarto,Técnico-para-bioterios-,20/Sep/12,Dawn,cruz,F,61/May/07,Juan-maria-gutierrez,Phelpssarah@yahoo.com
140,Universidad-nacional-de-río-cuarto,Ingeniería-electrónica,20/Sep/12,Heather,briggs,F,17/Nov/12,Agua-cercada,Elizabeth20@hotmail.com
141,Universidad-nacional-de-río-cuarto,Farmacia,20/Sep/12,Amanda,chapman,F,06/Aug/23,Arana,Moorenancy@yahoo.com
142,Universidad-nacional-de-río-cuarto,Licenciatura-en-musicoterapia,20/Sep/12,Sue,franklin,F,03/May/31,D-orbigny,Fbyrd@yahoo.com
143,Universidad-nacional-de-río-cuarto,Licenciatura-en-administración-,20/Sep/12,Katherine,roman,F,40/Nov/26,13-de-enero,Grossrichard@gmail.com
144,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencia-política-,20/Sep/12,Lauren,wiley,F,91/Apr/01,Bartolome-mitre,Carlaharris@gmail.com
145,Universidad-nacional-de-río-cuarto,Agronomía,20/Sep/12,Angela,lam,F,54/Mar/19,Ceres,Savannahpollard@yahoo.com
146,Universidad-nacional-de-río-cuarto,Licenciatura-en-artes,20/Sep/12,James,sanchez,M,30/Oct/10,Bella-vista,Rbrooks@hotmail.com
147,Universidad-nacional-de-río-cuarto,Licenciatura-en-sociología-,20/Sep/12,Alexandra,hale,F,91/Nov/24,Arbol-verde,Jason45@gmail.com
148,Universidad-nacional-de-río-cuarto,Ingeniería-electrónica,20/Sep/12,Gabrielle,marquez,F,17/Nov/02,Colonia-duran,Frenchanthony@hotmail.com
149,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-de-la-educación-,20/Sep/12,Nicole,perry,F,28/Dec/28,Aguadita,Michaelfarrell@yahoo.com
150,Universidad-nacional-de-río-cuarto,Licenciatura-en-administración-,20/Sep/13,Haley,edwards,F,04/Jun/15,Arroyo-vega,Crystal32@hotmail.com
151,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-antropológicas,20/Sep/13,Nicholas,gutierrez,M,18/Jul/03,Del-viso,Qjames@hotmail.com
152,Universidad-nacional-de-río-cuarto,Ingeniería-electrónica,20/Sep/13,David,hernandez,M,11/Feb/20,Anguil,Hollandann@yahoo.com
153,Universidad-nacional-de-río-cuarto,Diseño-de-imagen-y-sonido,20/Sep/13,Justin,dvm,M,66/Nov/12,Cañada,Bryanmorrison@yahoo.com
154,Universidad-nacional-de-río-cuarto,Ingeniería-electrónica,20/Sep/13,Anna,gray,F,55/Mar/20,Acheral,Xelliott@yahoo.com
155,Universidad-nacional-de-río-cuarto,Arquitectura,20/Sep/13,Jacob,anderson,M,11/Jun/18,Isla-martin-garcia,Robert84@gmail.com
156,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-biológicas,20/Sep/13,Douglas,owens,M,58/Oct/03,Colonia-dr-gdor-udaondo,Tyler60@hotmail.com
157,Universidad-nacional-de-río-cuarto,Contador-público-,20/Sep/13,Douglas,mccarty,M,20/Feb/15,Benito-juarez,Qcook@hotmail.com
158,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-de-la-educación-,20/Sep/13,Patricia,west,F,87/Dec/16,Estela,Leslie49@gmail.com
159,Universidad-nacional-de-río-cuarto,Diseño-industrial,20/Sep/13,James,tucker,M,11/Apr/12,Arata,Shelley63@hotmail.com
160,Universidad-nacional-de-río-cuarto,Licenciatura-en-sociología-,20/Sep/13,Jennifer,miller,F,67/Jun/08,San-justo,Annette19@hotmail.com
161,Universidad-nacional-de-río-cuarto,Ingeniería-electrónica,20/Sep/14,Zachary,wilkerson,M,07/Aug/01,Campo-charo,Amy59@yahoo.com
162,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-ambientales,20/Sep/14,Michael,gonzalez,M,53/May/02,Juan-vela,Tiffany65@yahoo.com
163,Universidad-nacional-de-río-cuarto,Ingeniería-en-informática,20/Sep/14,Amanda,lopez,F,39/Sep/07,Abalo,Gnewton@gmail.com
164,Universidad-nacional-de-río-cuarto,Arquitectura,20/Sep/14,Sandra,clark,F,62/Jul/18,Campamento-sol,Xbrown@yahoo.com
165,Universidad-nacional-de-río-cuarto,Técnico-para-bioterios-,20/Sep/14,Amber,carter,F,03/Jun/27,Adolfo-alsina,Ayerssusan@yahoo.com
166,Universidad-nacional-de-río-cuarto,Diseño-de-imagen-y-sonido,20/Sep/14,Alec,wood,M,83/Apr/07,Barrio-chapadmalal,Rmoses@yahoo.com
167,Universidad-nacional-de-río-cuarto,Licenciatura-en-ciencias-geológicas,20/Sep/14,Dr.,harris,M,99/Apr/14,Arbol-solo,Robertahenderson@hotmail.com
168,Universidad-nacional-de-río-cuarto,Diseño-de-imagen-y-sonido,20/Sep/14,Danielle,hansen,F,18/Jul/03,Abra-baya,Carrie90@hotmail.com
169,Universidad-nacional-de-río-cuarto,Contador-público-,20/Sep/14,Sean,burke,M,19/Jan/31,San-geronimo,Jennifer35@yahoo.com
